textID,text,selected_text,sentiment
93b6f1ee3e, No kidding there! Ugh ... One thing I know for sure - it won`t be me showing the property this weekend,No kidding there! Ugh,negative
69ad6e1c66,_trip I bet he didn`t fall asleep till like this morning  sorries.,I bet he didn`t fall asleep till like this morning  sorries.,negative
03d206102c,About to Enjoy the Silence,Enjoy,positive
397544ac4d,"sorry paul scheuring, but prison break series finale sucked... in so many levels","sorry paul scheuring, but prison break series finale sucked..",negative
1536cd45f1,the tummy monster hates me,tummy monster hates me,negative
babed95a28,"It has been 24 hours now, since I had my dog put to sleep.  RIP my old friend.",RIP my old friend.,negative
3e1c6b5552," Funnily enough, Roland is President of my social club!",Funnily,positive
9602aaa488,"_fred6 I haven`t canceled my account yet and I haven`t logged in since november I think, maybe I Should  My main was a rogue, lvl73","rogue,",negative
5015106b27,AND I didn`t get the job,didn`t get the job,negative
0c8d7056bd,I cant get all my rwitters on my phone this phone sucks,phone sucks,negative
54ea13a753,has enjoyed her first day of summer,has enjoyed her first day of summer,positive
d9d0f587a0, Thank you for FF,Thank you,positive
7893123dd6,i forgot how much i love all these songs on my itunes. i love shuffle  and i love watching the pranks from AP Tour!,i love shuffle  and i love watching the pranks from AP Tour!,positive
8fe0df98e3," Yeah, I didn`t buy that for one hot minute.",I didn`t buy,negative
c1e7fe449e,"_rubadeau Last weekend I had a pretty solid brunch at Bar Wellington. Hard to screw up steak and eggs, though",I had a pretty solid brunch,positive
866788e7e4, for lack of having to go do my own hunt (lol) can you refresh my memory on which one is clue #2?,lack,negative
9db37bb7d1,I think I`m going to go outside and have a very John Cage moment   Music majors rejoice!,c majors rejoice!,positive
ba93b83d6d," I see we are approaching a nice round 5500 number, I expect you will have crashed through that by the time I come back tonight",nice,positive
d61236ecfc," ummm, come on, for me twins and slurpees, and being in a car with the twins is going to be pretty epic!!!",going to be pretty epic!!!,positive
cf405b31c1," bloody Feds, they lost last statement and r hounding me for another one. I dodged them one last week","bloody Feds,",negative
fcd7251082,FML i just spilled my entire can of diet coke IN MY LAP. yay,spilled,negative
3c08413cee,i wish i were hanging out with kobe right now,wish,positive
0d619f6e0f,today is going to be AH. Giving notice to my boss today. She is going to be upset  I`m totally stressed.,upset,negative
041ccefb28,I really need to sort out a bird table and some feeders - the robins and blue **** are being bullied,bullied,negative
0425b77102,friday.....i have nothing to do so sad,friday.....i have nothing to do so sad,negative
6af8ecb1b9,  Been there and never at a good time   Your recourse is small claims or you can get a atty involved. But that is more $,d never at a good time,negative
284ee6bc37,it is so cute watching Matt play with the Wii as I do some work,cute,positive
d2196f1f2d,"any legal studies/law students out there twitter? would love a couple of references to cases inolving bias juries, jury nullification etc",love,positive
7c2646b1a8, yay! welcome to the etsy-seller world,yay!,positive
5c211a0e68,is tired. 04:30 alarm setting will do that  Off to bed as soon as my bloody iPhone Backup and Sync finishes.,tired.,negative
c8035d770d,unfortunately people at work let me down so I am now having a bad morning! it`s official... but revenge is a dish best served cold,unfortunately,negative
4c822b82fb, i`m sorry  today`s been nothing but a **** heartbreak,i`m sorry  today`s been nothing but a **** heartbreak,negative
31c801d18c,"So I was just angrily told I was extemely abusive...mentally, emotionally, & physically. It made my day.  Nightss.","So I was just angrily told I was extemely abusive...mentally, emotionally, & physically. It made my day.  Nightss.",negative
2c993b420a," they are terrible little beast but if the garden is small you can simply collect them, or you can buy poisonous food pellets",e terrible,negative
42bba2feb9,Time for my ritualistic Friday night depression,Time for my ritualistic Friday night depression,negative
7fbc575d36,my stupid tooooth hurts,hurts,negative
024ab7f5da,Goodnight and Goodbye ?,Goodnight and Goodbye ?,positive
ff07fdb5c3,Shout out to my moms for wakin me up so prematurely! Preciate it,Preciate it,positive
084b9f9c8b,sucks not being able to take days off of work or have the money to take the trip  so sad,sucks,negative
b3cae5cd5b," Guilt trips, feeling sick, pressure. stress and too much drama","sick,",negative
d3cbc565f8, selena`s mom congratulations` have a nice day,congratulations`,positive
e4437a4444, I`m in belleville at my parents and someone offered me a bus ride to orillia for 10$ at the mall. Thought of you,offered,positive
3aa4d5166a," Dreams give rise to reality. When they said I wouldn`t   walk, my dream was to fly! Dream, Believe, Achieve!",Dreams give rise to reality.,positive
26da6763b7," Oh no, that`s so annoying! I have the same problem - 14 thighs but 10-12 hips! I hope they catch up soon",that`s so annoying!,negative
230738eec2,Woke up late & trying to get **** done before work,Woke up late & trying to get **** done before work,negative
d1c502c42b,Geocaching.com seems to have a huge delay delivering Pocket Queries,huge delay,negative
76322dd9f7," last time I looked, they were about 400. They gave us a demo, so cool",so cool,positive
cde664a518,   HAPPY MOTHERS DAY!! LOVE YOU GUYS...,!! LOVE YOU GUY,positive
e772b4ccc1,Dreambears were **** compared to their wicked audition,**** co,negative
1a87baf98b,is being a horrible twitter-er. Moved in to my Houston apartment and awaiting work starting on Monday. Real world=now,horrible,negative
a6fe86fab3, I miss you too!!,I miss you too!!,negative
90fedd468f,also i hit my chin on something when i fell down and it hurts  ugh... work is gonna suck,also i hit my chin on something when i fell down and it hurts  ugh... work is gonna suck,negative
1c21fc2a7c,*moment of silence* for the Budget i`m bout to b on  I spend wayyy to much $$$.... OMG! I`m on a Budget?!?!,*moment of silence*,negative
e889de7271,This is scary  they hooked me up to 9 wires n it printed sum graph ohhhhhh,This is scary,negative
63a63b6cf5, that sucks!  put some britney on!,that sucks!,negative
0da5b1c605,Its so dead,dead,negative
4d79409d4f, Good to see you haven`t lost your sense of humour.  Get well soon,Good to see,positive
16248217a0,"_L Thanks,I think your the first girl to say that...besides my mom","Thanks,I",positive
0e5b759999,ARG! Eirtaku got hit by stupid bots. So much **** on a kid friendly site.,ARG! Eirtaku got hit by stupid bots. So,negative
e6c8cae898,stressed beyond BELIEF. need a nap,stressed,negative
a6ae058496,I can`t sleep ugh!! and I have **** to do all **** day tomorrow. Wanting to take a sleeping pill but I know Ill get up late,I can`t sleep ugh!!,negative
c0ac6ef8fb,ughhh rejected from the 09 mediation program. SUCKSSSS.,ughhh rejected from the 09 mediation program. SUCKSSSS.,negative
9297c2b3db,"You know for a short week, it certainly dragged",dragged,negative
5a6c97d962, nothing sweeter than YOUR 4-year-old!,nothing sweeter than,positive
aac3aeff5b, Yeah! I want it too. I love that 'Falling Slowly' song. It keeps playing in my head.,love,positive
5250e0d4ba,"Having a hectic day travelling from PJ to UNITEN, back to PJ. Working now at CC office.",hectic day,negative
286ebd4c5c,  and I luh you tooooo,and I luh you tooooo,positive
ab0ef8422d,I just wanna be happy,I just wanna be happy,positive
82c1f4f778, aww poor precious,aww poor precious,negative
a3ab91fe4e, Yeahhh... thx. I figured it out,thx.,positive
121864e2e3," If you think Florida`s heat will be too much, I will reluctantly take your place","heat will be too much,",negative
ae359a68a8,"gonna have to eat something, I feel so horrid.  I need a hug!",I feel so horrid.  I need a hug!,negative
0f5fc32d1d,RAM upgrade=done! FF still slow so disabling all add-ons  Not sure which ones will make the cut to be honest. It`s like Sophie`s Choice!,still slow,negative
f7b3e70599, nope no love,no love,negative
e1dfa4bff0, Nothing wrong with that samantha,Nothing wrong,positive
156ad52163,Wine and Saginaki with 7 friends = good times,good times,positive
6099baf6e8, I don`t think  will want to come back  (guys read your dms),I don`t think  will want to come back,negative
bd73a46f79,  oh man i wanna be in the bay asap! Thank you   Have a great day!,ve a gre,positive
b7f095bbe1,good day,good day,positive
f53e05638c,Life can get soo Dull sometimes what do you do when u have no 1 around  x,Life can get soo Dull sometimes what do you do when u have no 1 around  x,negative
dd97ca1de7,This heartburn may be the death of me.,death,negative
a11404d481, Maybe it had a hot date with a nice little Cesna.,nice,positive
e3da651d2d,so I just had a violent fightclub like **** dream involving heavily tattooed ladies. I didn`t wanna wake up.  lol.,I didn`t wanna wake up.  lol.,positive
0f8c6e0ed2," Haha dude, we have the same b-date :p I`ll wish u ur b-day the 3oth November. I`ll also turn 16  Can u reply to me please ?",wish,positive
773f3ebea4,"Nice place to eat in sao paulo, brazil  http://twitgoo.com/28hh",Nice place,positive
545ae70510, Loads of Beard papas have disappeared in the UK too,disappeared,negative
e08be332c6,At home now. Feeling very tired. I want to take a nap but I can`t.,tired.,negative
81ad19d8bf,lmfaoooo i **** love this showwwww,i **** love this showwwww,positive
672174f5a2,And it stopped raining.  Fuckingtastic! ),Fuckingtastic!,negative
fac9090806,trying to draw some manga/anime for our new website ... very bad idea!   http://bit.ly/k6iOv,very bad idea!,negative
2bdd1a5262,"Not making good time, **** Chicago traffic  - Photo: http://bkite.com/07XOi","Not making good time,",negative
22ddb05dd3,just got in. I have the best friends,I have the best friends,positive
3ad3cbb843, very familiar.....sorry you`re feeling that way,.sorry,negative
56e5e02e92, a great song by East Clubbers,great,negative
7a1c51e890,  cool  you are here too  hi sam  how are you???,cool,positive
da5d3a6d3d,I wish i had a smartphone with an irc app. That`d be pretty cool.,I wish,positive
64cba76b03,wishing i could go to CaBo tonight,wishing,positive
58d5c02640," don`t you just love the 'butteflies in your stomach' feeling?  ano man yun, kaya mo yan.",'butteflies in your stomach',positive
2f76d53a98," Excellent pic! Wish I were there, but it`s a long drive from TN.",Excellent,positive
f4c165db2b,milkshake + hot day = unsettled stomach,unsettled stomach,positive
0b8c02f820,Spent too much today!!! Tube journeys always take soo long. Braces on thursdayyy,soo long.,negative
afd045a8c1, I have no IPhone (poor credit!).    But I cannot live without my cell phone! I am on mass transit every day!,(poor,negative
f17e31d096,getting ready for work. boohoohoo i dont wanna go to work!,boohoohoo,negative
75c075a015,Back from a wonderful vacation. Had perfect weather and now back to the rainy `burgh and reality.,perfect,positive
